Customer ID,Age,Gender,Location,Annual Income,Total_Spent,Total_Purchases,Avg_Purchase_Value,Purchase History,Browsing History,Product Reviews,Time on Site
1312,49,Male,City D,63468,581.27,3,193.76,"[{""Date"": ""2022-08-03"", ""Category"": ""Home & Garden"", ""Price"": 122.03}, {""Date"": ""2022-10-02"", ""Category"": ""Clothing"", ""Price"": 83.7}, {""Date"": ""2022-03-24"", ""Category"": ""Electronics"", ""Price"": 375.54}]","[{""Timestamp"": ""2022-10-10T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-04-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-04-01T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-24T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-08-08T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-06T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-07T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-13T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-07-25T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-10-09T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-03-26T00:00:00Z"", ""Product Category"": ""Home & Garden""}]",,85.4
1313,49,Other,City J,54560,131.06,3,43.69,"[{""Date"": ""2022-07-09"", ""Category"": ""Clothing"", ""Price"": 93.71}, {""Date"": ""2022-01-09"", ""Category"": ""Books"", ""Price"": 15.52}, {""Date"": ""2022-06-07"", ""Category"": ""Books"", ""Price"": 21.83}]","[{""Timestamp"": ""2022-06-12T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-12T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-15T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 3.6, ""Review"": ""Decent books. Met expectations.""}]}",39.9
1314,55,Female,City F,54553,45.77,2,22.88,"[{""Date"": ""2022-11-01"", ""Category"": ""Clothing"", ""Price"": 27.74}, {""Date"": ""2022-08-12"", ""Category"": ""Books"", ""Price"": 18.03}]","[{""Timestamp"": ""2022-08-21T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-10-24T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-10-24T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-11-06T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-11T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-08-15T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-08-05T00:00:00Z"", ""Product Category"": ""Books""}]",,53.1
1315,40,Female,City H,28963,93.22,2,46.61,"[{""Date"": ""2022-11-27"", ""Category"": ""Clothing"", ""Price"": 74.8}, {""Date"": ""2022-07-22"", ""Category"": ""Home & Garden"", ""Price"": 18.42}]","[{""Timestamp"": ""2022-12-03T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-07-25T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-07-13T00:00:00Z"", ""Product Category"": ""Clothing""}]",,29.0
1316,48,Other,City L,37685,376.46,2,188.23,"[{""Date"": ""2022-06-21"", ""Category"": ""Clothing"", ""Price"": 26.75}, {""Date"": ""2022-10-20"", ""Category"": ""Electronics"", ""Price"": 349.71}]","[{""Timestamp"": ""2022-10-16T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-29T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-23T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-24T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 2.8, ""Review"": ""Disappointed with this electronics.""}, {""Product"": ""Clothing"", ""Rating"": 5, ""Review"": ""Excellent clothing! Highly recommend.""}]}",42.7
1317,36,Female,City D,35827,172.5,1,172.5,"[{""Date"": ""2022-01-14"", ""Category"": ""Electronics"", ""Price"": 172.5}]","[{""Timestamp"": ""2022-01-04T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-04T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-18T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-11T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 4.5, ""Review"": ""Excellent electronics! Highly recommend.""}]}",21.6
1318,43,Female,City K,38321,374.84,2,187.42,"[{""Date"": ""2022-02-12"", ""Category"": ""Electronics"", ""Price"": 332.21}, {""Date"": ""2022-11-18"", ""Category"": ""Electronics"", ""Price"": 42.63}]","[{""Timestamp"": ""2022-02-05T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-02-06T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-02-04T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-02-14T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-10T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-02-15T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-13T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-02-20T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 4.4, ""Review"": ""Very good electronics. Happy with purchase.""}, {""Product"": ""Electronics"", ""Rating"": 4.9, ""Review"": ""Excellent electronics! Highly recommend.""}]}",51.7
1319,38,Other,City J,38789,117.09,2,58.54,"[{""Date"": ""2022-03-23"", ""Category"": ""Sports & Outdoors"", ""Price"": 83.92}, {""Date"": ""2022-05-11"", ""Category"": ""Books"", ""Price"": 33.17}]","[{""Timestamp"": ""2022-03-30T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-03-24T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-03-23T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-03-21T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-03-24T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 4.3, ""Review"": ""Very good books. Happy with purchase.""}, {""Product"": ""Sports & Outdoors"", ""Rating"": 3.6, ""Review"": ""Decent sports & outdoors. Met expectations.""}]}",48.0
1320,41,Other,City G,43148,249.24,3,83.08,"[{""Date"": ""2022-05-09"", ""Category"": ""Home & Garden"", ""Price"": 52.18}, {""Date"": ""2022-12-18"", ""Category"": ""Clothing"", ""Price"": 92.91}, {""Date"": ""2022-05-24"", ""Category"": ""Clothing"", ""Price"": 104.15}]","[{""Timestamp"": ""2022-06-01T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-05-29T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-12-27T00:00:00Z"", ""Product Category"": ""Books""}]",,47.8
1321,47,Other,City B,52749,534.46,3,178.15,"[{""Date"": ""2022-08-08"", ""Category"": ""Home & Garden"", ""Price"": 59.58}, {""Date"": ""2022-06-30"", ""Category"": ""Electronics"", ""Price"": 162.73}, {""Date"": ""2022-11-20"", ""Category"": ""Electronics"", ""Price"": 312.15}]","[{""Timestamp"": ""2022-07-30T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-07-08T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-26T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-03T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-25T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-09T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-07-29T00:00:00Z"", ""Product Category"": ""Home & Garden""}]",,53.6
1322,30,Male,City H,33689,331.48,2,165.74,"[{""Date"": ""2022-06-14"", ""Category"": ""Electronics"", ""Price"": 314.89}, {""Date"": ""2022-10-15"", ""Category"": ""Clothing"", ""Price"": 16.59}]","[{""Timestamp"": ""2022-06-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-22T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-10-18T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-10T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-06T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-10-08T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 5, ""Review"": ""Excellent electronics! Highly recommend.""}, {""Product"": ""Clothing"", ""Rating"": 4.9, ""Review"": ""Excellent clothing! Highly recommend.""}]}",50.3
1323,65,Female,City A,67311,542.65,4,135.66,"[{""Date"": ""2022-10-22"", ""Category"": ""Home & Garden"", ""Price"": 233.1}, {""Date"": ""2022-08-25"", ""Category"": ""Home & Garden"", ""Price"": 81.08}, {""Date"": ""2022-07-26"", ""Category"": ""Beauty & Health"", ""Price"": 10.47}, {""Date"": ""2022-10-01"", ""Category"": ""Home & Garden"", ""Price"": 218.0}]","[{""Timestamp"": ""2022-08-05T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-10-25T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-07-26T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-09-23T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-10-10T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-10-06T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-10-23T00:00:00Z"", ""Product Category"": ""Sports & Outdoors""}, {""Timestamp"": ""2022-10-12T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-18T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-09-28T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-02T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-10-20T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Beauty & Health"", ""Rating"": 5, ""Review"": ""Excellent beauty & health! Highly recommend.""}]}",115.1
1324,27,Male,City E,32637,84.09,1,84.09,"[{""Date"": ""2022-11-10"", ""Category"": ""Clothing"", ""Price"": 84.09}]","[{""Timestamp"": ""2022-11-05T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-03T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-18T00:00:00Z"", ""Product Category"": ""Clothing""}]",,24.7
1325,25,Female,City L,21919,33.43,1,33.43,"[{""Date"": ""2022-02-17"", ""Category"": ""Clothing"", ""Price"": 33.43}]","[{""Timestamp"": ""2022-02-18T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-02-09T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-02-13T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 3.6, ""Review"": ""Decent clothing. Met expectations.""}]}",15.0
1326,53,Female,City B,43287,383.64,3,127.88,"[{""Date"": ""2022-10-30"", ""Category"": ""Home & Garden"", ""Price"": 168.66}, {""Date"": ""2022-09-21"", ""Category"": ""Home & Garden"", ""Price"": 187.82}, {""Date"": ""2022-06-09"", ""Category"": ""Books"", ""Price"": 27.16}]","[{""Timestamp"": ""2022-06-02T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-10-31T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-15T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-10-22T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-08T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-19T00:00:00Z"", ""Product Category"": ""Home & Garden""}]",,63.5
1327,49,Other,City B,47735,170.04,2,85.02,"[{""Date"": ""2022-08-24"", ""Category"": ""Home & Garden"", ""Price"": 55.92}, {""Date"": ""2022-01-15"", ""Category"": ""Home & Garden"", ""Price"": 114.12}]","[{""Timestamp"": ""2022-01-16T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-18T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-21T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-16T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-11T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-09-02T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-01-08T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-21T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 4.6, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",54.4
1328,47,Other,City B,35500,98.31,2,49.16,"[{""Date"": ""2022-11-14"", ""Category"": ""Beauty & Health"", ""Price"": 50.92}, {""Date"": ""2022-07-27"", ""Category"": ""Clothing"", ""Price"": 47.39}]","[{""Timestamp"": ""2022-11-12T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-11-15T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-07T00:00:00Z"", ""Product Category"": ""Clothing""}]",,42.1
1329,47,Other,City D,53303,76.35,3,25.45,"[{""Date"": ""2022-12-15"", ""Category"": ""Beauty & Health"", ""Price"": 12.14}, {""Date"": ""2022-04-06"", ""Category"": ""Books"", ""Price"": 16.4}, {""Date"": ""2022-08-22"", ""Category"": ""Home & Garden"", ""Price"": 47.81}]","[{""Timestamp"": ""2022-08-27T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-12-13T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-12-05T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-08-12T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-03-30T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-08-21T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-28T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]",,76.7
1330,39,Male,City E,56598,251.87,3,83.96,"[{""Date"": ""2022-06-21"", ""Category"": ""Clothing"", ""Price"": 57.54}, {""Date"": ""2022-06-29"", ""Category"": ""Books"", ""Price"": 37.48}, {""Date"": ""2022-05-12"", ""Category"": ""Home & Garden"", ""Price"": 156.85}]","[{""Timestamp"": ""2022-07-03T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-29T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-05-21T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-18T00:00:00Z"", ""Product Category"": ""Electronics""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 4.3, ""Review"": ""Very good clothing. Happy with purchase.""}, {""Product"": ""Home & Garden"", ""Rating"": 4.8, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",37.4
1331,29,Female,City H,45073,236.7,2,118.35,"[{""Date"": ""2022-10-23"", ""Category"": ""Clothing"", ""Price"": 83.33}, {""Date"": ""2022-08-09"", ""Category"": ""Electronics"", ""Price"": 153.37}]","[{""Timestamp"": ""2022-10-25T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-15T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-11T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-05T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-10-26T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-08-08T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 4.2, ""Review"": ""Very good electronics. Happy with purchase.""}]}",67.6
1332,40,Other,City C,39697,134.32,2,67.16,"[{""Date"": ""2022-05-29"", ""Category"": ""Beauty & Health"", ""Price"": 46.93}, {""Date"": ""2022-12-07"", ""Category"": ""Electronics"", ""Price"": 87.39}]","[{""Timestamp"": ""2022-11-29T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-06-02T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-05-20T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-12-08T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-05-27T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-05-21T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 5, ""Review"": ""Excellent electronics! Highly recommend.""}]}",47.3
1333,31,Other,City B,50062,52.43,2,26.22,"[{""Date"": ""2022-01-17"", ""Category"": ""Beauty & Health"", ""Price"": 38.81}, {""Date"": ""2022-07-01"", ""Category"": ""Books"", ""Price"": 13.62}]","[{""Timestamp"": ""2022-07-03T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-01-15T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-06-26T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-13T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-16T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-07-08T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-11T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 3.9, ""Review"": ""Decent books. Met expectations.""}, {""Product"": ""Beauty & Health"", ""Rating"": 4.8, ""Review"": ""Excellent beauty & health! Highly recommend.""}]}",48.5
1334,51,Female,City H,51993,140.12,3,46.71,"[{""Date"": ""2022-07-30"", ""Category"": ""Clothing"", ""Price"": 57.45}, {""Date"": ""2022-10-14"", ""Category"": ""Electronics"", ""Price"": 46.01}, {""Date"": ""2022-08-04"", ""Category"": ""Home & Garden"", ""Price"": 36.66}]","[{""Timestamp"": ""2022-08-03T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-10T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-12T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-08-01T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-08-03T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-08-08T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-07-21T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 3.1, ""Review"": ""Decent clothing. Met expectations.""}, {""Product"": ""Electronics"", ""Rating"": 5, ""Review"": ""Excellent electronics! Highly recommend.""}, {""Product"": ""Home & Garden"", ""Rating"": 5, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",64.4
1335,38,Other,City F,36600,74.37,2,37.18,"[{""Date"": ""2022-03-04"", ""Category"": ""Beauty & Health"", ""Price"": 53.72}, {""Date"": ""2022-12-12"", ""Category"": ""Books"", ""Price"": 20.65}]","[{""Timestamp"": ""2022-03-10T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-01T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-03-03T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]",,41.0
1336,30,Other,City L,27434,5.41,1,5.41,"[{""Date"": ""2022-02-04"", ""Category"": ""Books"", ""Price"": 5.41}]","[{""Timestamp"": ""2022-02-10T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-02-09T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-01-26T00:00:00Z"", ""Product Category"": ""Clothing""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 3.7, ""Review"": ""Decent books. Met expectations.""}]}",15.0
1337,36,Male,City I,36216,304.24,2,152.12,"[{""Date"": ""2022-11-10"", ""Category"": ""Clothing"", ""Price"": 74.87}, {""Date"": ""2022-12-03"", ""Category"": ""Electronics"", ""Price"": 229.37}]","[{""Timestamp"": ""2022-11-20T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-05T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-12-08T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-12-04T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-26T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-10-31T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-23T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-11-24T00:00:00Z"", ""Product Category"": ""Beauty & Health""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 3.3, ""Review"": ""Decent electronics. Met expectations.""}]}",62.7
1338,44,Other,City H,41325,147.33,2,73.67,"[{""Date"": ""2022-03-23"", ""Category"": ""Home & Garden"", ""Price"": 88.09}, {""Date"": ""2022-09-15"", ""Category"": ""Home & Garden"", ""Price"": 59.24}]","[{""Timestamp"": ""2022-09-21T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-09-25T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-09-19T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-03-21T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-09-17T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-09-20T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-09-09T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-09-07T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Home & Garden"", ""Rating"": 4.7, ""Review"": ""Excellent home & garden! Highly recommend.""}]}",50.5
1339,33,Other,City H,38013,355.27,2,177.64,"[{""Date"": ""2022-04-29"", ""Category"": ""Electronics"", ""Price"": 346.51}, {""Date"": ""2022-05-02"", ""Category"": ""Books"", ""Price"": 8.76}]","[{""Timestamp"": ""2022-05-05T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-08T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-05-03T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-04-24T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 4.6, ""Review"": ""Excellent electronics! Highly recommend.""}]}",47.7
1340,30,Female,City H,35916,50.11,2,25.06,"[{""Date"": ""2022-05-27"", ""Category"": ""Clothing"", ""Price"": 31.77}, {""Date"": ""2022-03-24"", ""Category"": ""Books"", ""Price"": 18.34}]","[{""Timestamp"": ""2022-05-19T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-18T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-28T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-27T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-23T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-03-25T00:00:00Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2022-05-31T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-04T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Clothing"", ""Rating"": 2.7, ""Review"": ""Disappointed with this clothing.""}, {""Product"": ""Books"", ""Rating"": 4.4, ""Review"": ""Very good books. Happy with purchase.""}]}",51.5
1341,42,Other,City I,43966,64.36,2,32.18,"[{""Date"": ""2022-04-25"", ""Category"": ""Books"", ""Price"": 30.65}, {""Date"": ""2022-05-29"", ""Category"": ""Books"", ""Price"": 33.71}]","[{""Timestamp"": ""2022-05-30T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-21T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-31T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-05-27T00:00:00Z"", ""Product Category"": ""Books""}]","{""reviews"": [{""Product"": ""Books"", ""Rating"": 5, ""Review"": ""Excellent books! Highly recommend.""}, {""Product"": ""Books"", ""Rating"": 5, ""Review"": ""Excellent books! Highly recommend.""}]}",36.9
1342,42,Male,City C,47801,542.87,2,271.44,"[{""Date"": ""2022-06-18"", ""Category"": ""Electronics"", ""Price"": 340.96}, {""Date"": ""2022-12-06"", ""Category"": ""Home & Garden"", ""Price"": 201.91}]","[{""Timestamp"": ""2022-06-23T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-28T00:00:00Z"", ""Product Category"": ""Books""}, {""Timestamp"": ""2022-06-25T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-11-27T00:00:00Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2022-06-28T00:00:00Z"", ""Product Category"": ""Home & Garden""}]","{""reviews"": [{""Product"": ""Electronics"", ""Rating"": 3.8, ""Review"": ""Decent electronics. Met expectations.""}]}",63.9
1343,33,Male,City A,48500,604.78,3,201.59,"[{""Date"": ""2022-04-11"", ""Category"": ""Electronics"", ""Price"": 213.08}, {""Date"": ""2022-07-14"", ""Category"": ""Electronics"", ""Price"": 261.87}, {""Date"": ""2022-01-10"", ""Category"": ""Home & Garden"", ""Price"": 129.83}]","[{""Timestamp"": ""2022-07-16T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-01-13T00:00:00Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2022-07-07T00:00:00Z"", ""Product Category"": ""Beauty & Health""}, {""Timestamp"": ""2022-07-15T00:00:00Z"", ""Product Category"": ""Electronics""}]",,49.7
